ticker,cik,company_name,sic,sic_description,latest_fiscal_year,period_end
,1095315,"PFSweb, Inc.",,,2022,2022-12-31
,1102112,PacWest Bancorp,,,2022,2022-12-31
,1102432,"Viking Energy Group, Inc.",,,2022,2022-12-31
,1102942,"INNOVAQOR, INC.",,,2022,2022-12-31
,1104280,SANGUI BIOTECH INTERNATIONAL INC,,,2022,2022-06-30
PCCYF,1108329,PETROCHINA CO LTD,1311,Crude Petroleum & Natural Gas,2022,2022-12-31
,1108630,"LIVE CURRENT MEDIA, INC.",,,2022,2022-12-31
,1108967,"Orbital Infrastructure Group, Inc.",,,2022,2022-12-31
,1113148,"Infinity Pharmaceuticals, Inc.",,,2022,2022-12-31
,1115128,Quotient Technology Inc.,,,2022,2022-12-31
,1115837,MOBILE TELESYSTEMS PUBLIC JOINT STOCK Co,,,2022,2022-12-31
,1121142,Maxar Technologies Inc.,,,2022,2022-12-31
SNPMF,1123658,CHINA PETROLEUM & CHEMICAL CORPORATION,2911,Petroleum Refining,2022,2022-12-31
,1125699,DAIS CORPORATION,,,2022,2022-12-31
,1126115,"LZG INTERNATIONAL, INC.",,,2022,2022-05-31
,1126162,PURTHANOL RESOURCES LIMITED,,,2022,2022-11-30
,1126975,"MAGELLAN MIDSTREAM PARTNERS, L.P.",,,2022,2022-12-31
,1127993,"GALAXY NEXT GENERATION, INC.",,,2022,2022-06-30
,1128353,ENERTECK CORPORATION,,,2022,2022-12-31
,1135185,"Atlas Air Worldwide Holdings, Inc.",,,2022,2022-12-31
,1136352,CRESTWOOD EQUITY PARTNERS LP,,,2022,2022-12-31
,1138608,"Bloomios, Inc.",,,2022,2022-12-31
EESH,1138867,"EESTech, Inc",4941,Water Supply,2022,2022-12-31
,1142596,NUVASIVE INC,,,2022,2022-12-31
,1144519,BUNGELTD,,,2022,2022-12-31
,1144546,"HFactor, Inc.",,,2022,2022-12-31
,1156784,"CARBONMETA TECHNOLOGIES, INC.",,,2022,2022-12-31
BRCNF,1158399,Burcon NutraScience Corporation,2020,Dairy Products,2022,2022-03-31
,1159510,Credit Suisse Group AG,,,2022,2022-12-31
,1160798,C2E ENERGY INC.,,,2022,2022-12-31
,1160951,"Duck Creek Technologies, Inc.",,,2022,2022-08-31
ALMMF,1161611,ALUMINUM CORP OF CHINA LTD,3334,Primary Production of  Aluminum,2022,2022-12-31
MGHL,1162283,Morgan Group Holding Co,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services",2022,2022-12-31
,1169987,"HTG Molecular Diagnostics, Inc.",,,2022,2022-12-31
ADMG,1171008,Adamant DRI Processing and Minerals Group,1000,Metal Mining,2022,2022-12-31
,1172631,"SUNWORKS, INC.",,,2022,2022-12-31
,1173281,"NeuBase Therapeutics, Inc.",,,2022,2022-09-30
,1178711,"PARATEK PHARMACEUTICALS, INC.",,,2022,2022-12-31
,1178727,COMSOVEREIGN HOLDING CORP.,,,2022,2022-12-31
,1180145,"CARDIOVASCULAR SYSTEMS, INC.",,,2022,2022-06-30
,1205059,REPLICEL LIFE SCIENCES INC.,,,2022,2022-12-31
,1209028,ARLINGTON ASSET INVESTMENT CORP.,,,2022,2022-12-31
,1210618,"SPI Energy Co., Ltd.",,,2022,2022-12-31
,1239819,LUNA INNOVATIONS INC,,,2022,2022-12-31
,1251769,"Apollo Endosurgery, Inc.",,,2022,2022-12-31
,1253347,COMMONWEALTH INCOME & GROWTH FUND V,,,2022,2022-12-31
,1259942,BELLUS HEALTH INC.,,,2022,2022-12-31
,1264089,YAMANA GOLD INC.,,,2022,2022-12-31
CILJF,1268896,China Life Insurance Company Limited,6311,Life Insurance,2022,2022-12-31
,1270073,"Intercept Pharmaceuticals, Inc.",,,2022,2022-12-31
ERLFF,1271554,ENTREE RESOURCES LTD.,1040,Gold and Silver Ores,2022,2022-12-31
,1273636,APPLIED GENETIC TECHNOLOGIES CORP,,,2022,2022-06-30
,1273931,MONEYGRAM INTERNATIONAL INC,,,2022,2022-12-31
,1276671,BANCO ITAU CHILE,,,2022,2022-12-31
,1277998,MANUFACTURED HOUSING PROPERTIES INC.,,,2022,2022-12-31
WDLF,1281984,"Decentral Life, Inc.",6199,Finance Services,2022,2022-12-31
,1282977,"GREENHILL & CO., INC.",,,2022,2022-12-31
,1283140,HOLLY ENERGY PARTNERS LP,,,2022,2022-12-31
,1283789,"REYNALDO’S MEXICAN FOOD COMPANY, INC.",,,2022,2022-12-31
,1285543,"ZERIFY, INC.",,,2022,2022-12-31
,1286459,ALL FOR ONE MEDIA CORP.,,,2022,2022-09-30
,1286648,GZ6G Technologies Corp.,,,2022,2022-12-31
,1292519,INVIVO THERAPEUTICS HOLDINGS CORP.,,,2022,2022-12-31
,1293310,"Humanigen, Inc.",,,2022,2022-12-31
,1295961,"QUANTUM ENERGY, INC.",,,2022,2022-02-28
,1300524,AMERICAN INTERNATIONAL HOLDINGS CORP.,,,2022,2022-12-31
,1300699,"ATHENEX, INC.",,,2022,2022-12-31
,1300938,"ABCO ENERGY, INC.",,,2022,2022-12-31
,1301713,Starcore International Mines Ltd.,,,2022,2022-04-30
,1302084,NEXTSOURCE MATERIALS INC.,,,2022,2022-06-30
,1303313,"LHC Group, Inc.",,,2022,2022-12-31
,1305773,"Conformis, Inc.",,,2022,2022-12-31
,1307624,"HEALTHTECH SOLUTIONS, INC./UT",,,2022,2022-12-31
,1308569,"Major League Football, Inc.",,,2022,2022-04-30
,1308606,"SPIRIT REALTY CAPITAL, INC.",,,2022,2022-12-31
,1317833,"Golden Ally Lifetech Group, Inc.",,,2022,2022-12-31
,1324272,"Ruths Hospitality Group, Inc.",,,2022,2022-12-25
,1324736,"HERO TECHNOLOGIES, INC",,,2022,2022-12-31
,1326321,AEI INCOME & GROWTH FUND 26 LLC,,,2022,2022-12-31
,1333835,"Casa Systems, Inc.",,,2022,2022-12-31
,1338065,"DCP MIDSTREAM, LP",,,2022,2022-12-31
,1341726,"GULFSLOPE ENERGY, INC.",,,2022,2022-09-30
,1342792,WORLDWIDE STRATEGIES INC.,,,2022,2022-07-31
SNPW,1343465,Sun Pacific Holding Corp.,7310,Services-Advertising,2022,2022-12-31
,1349929,"VYANT BIO, INC",,,2022,2022-12-31
,1350073,"ICONIC BRANDS, INC.",,,2022,2022-12-31
,1351172,LIMINAL BIOSCIENCES INC.,,,2022,2022-12-31
,1351901,COMMONWEALTH INCOME & GROWTH FUND VI,,,2022,2022-12-31
,1353282,MANAGED FUTURES PREMIER WARRINGTON L.P.,,,2022,2022-12-31
,1353538,"Appgate, Inc.",,,2022,2022-12-31
,1354730,INVESCO DB G10 CURRENCY HARVEST FUND,,,2022,2022-12-31
,1358356,"LIMESTONE BANCORP, INC.",,,2022,2022-12-31
,1358403,"Bellicum Pharmaceuticals, Inc.",,,2022,2022-12-31
,1358762,REATA PHARMACEUTICALS INC,,,2022,2022-12-31
,1362705,Evolve Transition Infrastructure LP,,,2022,2022-12-31
HSTI,1365388,"HIGH SIERRA TECHNOLOGIES, INC.",6770,Blank Checks,2022,2022-12-31
,1365916,"Amyris, Inc.",,,2022,2022-12-31
,1367408,Sino American Oil Co,,,2022,2022-09-30
,1368148,"ATHERSYS, INC / NEW",,,2022,2022-12-31
,1368275,W&E Source Corp.,,,2022,2022-06-30
,1368637,Petrolia Energy Corporation,,,2022,2022-12-31
,1370431,Vedanta Limited,,,2022,2022-03-31
,1372183,"NextPlay Technologies, Inc.",,,2022,2022-02-28
,1374535,ALTRA INDUSTRIAL MOTION CORP.,,,2022,2022-12-31
,1378453,TravelCenters of America Inc.,,,2022,2022-12-31
,1381507,"Limeade, Inc.",,,2022,2022-12-31
,1383054,INVESCO DB SILVER FUND,,,2022,2022-12-31
,1383055,INVESCO DB GOLD FUND,,,2022,2022-12-31
,1383701,Histogen Inc.,,,2022,2022-12-31
,1385867,Coupa Software Inc,,,2022,2022-01-31
,1386049,"Beyond Commerce, Inc.",,,2022,2022-12-31
,1388319,"U.S. STEM CELL, INC.",,,2022,2022-12-31
,1389067,"ARtelligence Holdings, Inc.",,,2022,2022-12-31
,1391127,"EDGIO, INC.",,,2022,2022-12-31
,1393540,IGEN NETWORKS CORPORATION,,,2022,2022-12-31
,1399352,"Cool Technologies, Inc.",,,2022,2022-12-31
,1401708,"NS Wind Down Co., Inc.",,,2022,2022-12-31
,1402479,"MedAvail Holdings, Inc.",,,2022,2022-12-31
,1403256,"SCULPTOR CAPITAL MANAGEMENT, INC.",,,2022,2022-12-31
,1403431,"HERITAGE-CRYSTAL CLEAN, INC.",,,2022,2022-12-31
,1404123,"1LIFE HEALTHCARE, INC.",,,2022,2022-12-31
,1405663,I-MINERALS INC.,,,2022,2022-04-30
,1407573,"AMERICREW, INC.",,,2022,2022-09-30
,1409175,MOTOS AMERICA INC.,,,2022,2022-07-31
,1409999,"Black Bird Biotech, Inc.",,,2022,2022-12-31
,1410172,"RUBICON TECHNOLOGY, INC.",,,2022,2022-12-31
,1410939,"IVERIC bio, Inc.",,,2022,2022-12-31
,1411059,"KBS REAL ESTATE INVESTMENT TRUST II, INC.",,,2022,2022-12-31
,1411494,"Apollo Asset Management, Inc.",,,2022,2022-12-31
,1412659,"Regenicin, Inc.",,,2022,2022-09-30
DSGT,1413909,"DSG Global, Inc.",7373,Services-Computer Integrated Systems Design,2022,2022-12-31
,1418100,AVAYA HOLDINGS CORP.,,,2022,2022-09-30
,1421204,"REBUS HOLDINGS, INC.",,,2022,2022-12-31
,1424844,"SOUTHWEST IOWA RENEWABLE ENERGY, LLC",,,2022,2022-09-30
,1426506,SMG INDUSTRIES INC.,,,2022,2022-12-31
,1435049,"Chinook Therapeutics, Inc.",,,2022,2022-12-31
PHBI,1435181,PHARMAGREEN BIOTECH INC.,4581,"Airports, Flying Fields & Airport Terminal Services",2022,2022-09-30
,1435387,DISCOVERY ENERGY CORP.,,,2022,2022-02-28
GSFI,1437476,"GREEN STREAM HOLDINGS, INC.",6500,Real Estate,2022,2023-04-30
,1439237,QUALITY ONLINE EDUCATION GROUP INC.,,,2022,2022-08-31
,1444307,ONCOSEC MEDICAL INCORPORATED,,,2022,2022-07-31
,1445109,"NEWSTREAM ENERGY TECHNOLOGIES GROUP, INC.",,,2022,2022-12-31
,1445499,IMPEL PHARMACEUTICALS INC,,,2022,2022-12-31
,1445831,NEWPOINT FINANCIAL CORP.,,,2022,2022-12-31
,1446687,"SILVER STAR PROPERTIES REIT, INC.",,,2022,2022-12-31
,1450307,"CORPORATE UNIVERSE, INC.",,,2022,2022-12-31
,1450335,"COMMONWEALTH INCOME & GROWTH FUND VII, LP",,,2022,2022-12-31
,1450416,LEXAGENE HOLDINGS INC.,,,2022,2022-02-28
RMHI,1452804,"PEAK PHARMACEUTICALS, INC.",2834,Pharmaceutical Preparations,2022,2022-09-30
,1452965,"MINERVA SURGICAL, INC.",,,2022,2022-12-31
,1454510,LNPR GROUP INC.,,,2022,2022-12-31
,1456857,"MJ Holdings, Inc.",,,2022,2022-12-31
,1458631,HALBERD CORPORATION,,,2022,2022-01-31
,1462103,"MEWBOURNE ENERGY PARTNERS 09-A, L.P.",,,2022,2022-12-31
,1463833,"IDW MEDIA HOLDINGS, INC.",,,2022,2022-10-31
,1465872,Vantage Drilling International,,,2022,2022-12-31
,1465885,Western Asset Mortgage Capital Corporation,,,2022,2022-12-31
,1466538,Cowen Inc.,,,2022,2022-12-31
,1467154,"NVN Liquidation, Inc.",,,2022,2022-12-31
,1467808,Global Cord Blood Corp,,,2022,2022-03-31
,1467913,808 Renewable Energy Corporation,,,2022,2022-12-31
,1469038,X METAVERSE INC.,,,2022,2022-12-31
,1473579,NANOMIX CORPORATION,,,2022,2022-12-31
,1475348,Luther Burbank Corp,,,2022,2022-12-31
,1487198,"ASPEN GROUP, INC.",,,2022,2022-04-30
,1488638,MBG Holdings Inc.,,,2022,2022-02-01
,1489588,"Home Bistro, Inc.",,,2022,2021-10-31
,1490927,FRANKLIN BSP LENDING CORPORATION,,,2022,2022-12-31
,1491262,"MEWBOURNE ENERGY PARTNERS 10-A, L.P.",,,2022,2022-12-31
,1491487,"TAKUNG ART CO., LTD",,,2022,2022-12-31
,1492074,Abcam plc,,,2022,2022-12-31
,1492091,AUSCRETE CORPORATION,,,2022,2022-12-31
,1492426,Horizon Therapeutics Public Ltd Co,,,2022,2022-12-31
,1494319,Univar Solutions Inc.,,,2022,2022-12-31
,1496671,"CALITHERA BIOSCIENCES, INC.",,,2022,2022-12-31
,1498576,ChinaCache     International Holdings Ltd.,,,2022,2022-12-31
,1499785,Tengjun Biotechnology Corp.,,,2022,2022-12-31
,1500123,ITEM 9 LABS CORP.,,,2022,2022-09-30
,1501078,OCONEE FEDERAL FINANCIAL CORP.,,,2022,2022-06-30
,1501134,Invitae Corporation,,,2022,2022-12-31
,1501958,"CHINA LIAONING DINGXU ECOLOGICAL AGRICULTURE DEVELOPMENT, INC.",,,2022,2022-03-31
,1504167,"TREX WIND-DOWN, INC.",,,2022,2022-12-31
,1510832,BioPower Operations Corporation,,,2022,2022-11-30
,1512927,"CHINA UNITED INSURANCE SERVICE, INC.",,,2022,2022-12-31
,1517498,"Merion, Inc.",,,2022,2022-01-01
,1519177,Sollensys Corp,,,2022,2022-12-31
,1522602,"COHBAR, INC.",,,2022,2022-12-31
,1527096,Miromatrix Medical Inc.,,,2022,2022-12-31
,1527102,"Evergreen Sustainable Enterprises, Inc.",,,2022,2022-12-31
ENDV,1528172,"ENDONOVO THERAPEUTICS, INC.",3845,Electromedical & Electrotherapeutic Apparatus,2022,2022-12-31
,1528930,"Franchise Group, Inc.",,,2022,2022-12-31
,1532346,"Atreca, Inc.",,,2022,2022-12-31
,1534992,"FIESTA RESTAURANT GROUP, INC.",,,2022,2023-01-01
,1537917,"Tyme Technologies, Inc.",,,2022,2022-03-31
,1538217,"SRAX, Inc.",,,2022,2022-12-31
,1538789,Just Energy Group Inc.,,,2022,2022-03-31
,1539778,RAYONT INC.,,,2022,2022-06-30
,1540755,"ANAPLAN, INC.",,,2022,2022-01-31
,1541884,"ProLung, Inc.",,,2022,2022-12-31
,1543916,"ForgeRock, Inc.",,,2022,2022-12-31
,1550222,"AROWANA MEDIA HOLDINGS, INC.",,,2022,2022-12-31
,1550603,"MALVERN BANCORP, INC.",,,2022,2022-09-30
,1551693,"PROJECT SAGE OLDCO, INC.",,,2022,2022-12-31
,1551887,DUESENBERG TECHNOLOGIES INC.,,,2022,2022-10-31
,1551986,"9 Meters Biopharma, Inc.",,,2022,2022-12-31
,1552358,"CGS INTERNATIONAL, INC.",,,2022,2022-04-30
,1552743,UNIVERSAL GLOBAL HUB INC.,,,2022,2022-12-31
,1552979,"CHINA DE XIAO QUAN CARE GROUP CO., LTD",,,2022,2022-12-31
APSI,1553264,AQUA POWER SYSTEMS INC.,4911,Electric Services,2022,2022-03-31
,1558583,"ARCIMOTO, INC.",,,2022,2022-12-31
,1560905,TORtec Group Corp.,,,2022,2022-03-31
,1561880,"LEGACY EDUCATION ALLIANCE, INC.",,,2022,2022-12-31
,1564406,"Oak Street Health, Inc.",,,2022,2022-12-31
,1566469,"NantHealth, Inc.",,,2022,2022-12-31
,1568162,"The Necessity Retail REIT, Inc.",,,2022,2022-12-31
BQST,1568628,BIOQUEST CORP.,2834,Pharmaceutical Preparations,2022,2022-04-30
,1571398,Vecta Inc.,,,2022,2022-12-31
,1571804,GREEN VISION BIOTECHNOLOGY CORP.,,,2022,2022-01-01
,1575051,Sisecam Resources LP,,,2022,2022-12-31
,1575311,BROOKFIELD DTLA FUND OFFICE TRUST INVESTOR INC.,,,2022,2022-12-31
,1575659,"Rapid Therapeutic Science Laboratories, Inc.",,,2022,2022-12-31
,1576263,"MIRATI THERAPEUTICS, INC.",,,2022,2022-12-31
,1579717,"PERK INTERNATIONAL, INC.",,,2022,2022-05-31
,1581874,"TERRA SECURED INCOME FUND 5, LLC",,,2022,2022-12-31
,1582581,voxeljet AG,,,2022,2022-12-31
,1585149,Dengfeng Group Ltd,,,2022,2022-08-31
,1587264,ENETI INC.,,,2022,2022-12-31
,1592016,"AgroFresh Solutions, Inc.",,,2022,2022-12-31
,1592058,Party City Holdco Inc.,,,2022,2022-12-31
,1593204,HUAIZHONG HEALTH GROUP INC.,,,2022,2022-10-31
,1594114,ZHRH CORPORATION,,,2022,2022-06-30
,1594555,"HV Bancorp, Inc.",,,2022,2022-12-31
,1596062,Q BIOMED INC.,,,2022,2022-11-30
,1596946,QUOTIENT LIMITED,,,2022,2022-03-31
,1597313,"ViewRay, Inc.",,,2022,2022-12-31
,1598308,GLOBAL WHOLEHEALTH PARTNERS CORPORATION,,,2022,2022-06-30
,1599489,VERITIV CORPORATION,,,2022,2022-12-31
,1600132,"Bellerophon Therapeutics, Inc.",,,2022,2022-12-31
,1602813,"FRONTERA GROUP, INC.",,,2022,2022-06-30
,1603016,Hoegh LNG Partners LP,,,2022,2022-03-31
,1604477,SQZ BIOTECHNOLOGIES COMPANY,,,2022,2022-12-31
,1604643,EVOQUA WATER TECHNOLOGIES CORP.,,,2022,2022-09-30
,1606457,Atento S.A.,,,2022,2022-12-31
,1606698,"Alpine 4 Holdings, Inc.",,,2022,2022-12-31
,1610682,USD Partners LP,,,2022,2022-12-31
,1610950,"SYNEOS HEALTH, INC.",,,2022,2022-12-31
,1611852,"Roan Holdings Group Co., Ltd.",,,2022,2022-12-31
,1612188,TEO Foods Inc.,,,2022,2022-12-31
,1612851,"Palayan Resources, Inc.",,,2022,2022-03-31
,1614067,"Aridis Pharmaceuticals, Inc.",,,2022,2022-12-31
,1615055,IsoPlexis Corporation,,,2022,2022-12-31
,1615780,"THE TEARDROPPERS, INC.",,,2022,2022-12-31
,1621443,"ZYNERBA PHARMACEUTICALS, INC.",,,2022,2022-12-31
,1622408,FRITZY TECH INC.,,,2022,2022-06-30
,1624422,PHAXIAM Therapeutics S.A.,,,2022,2022-12-31
,1627014,"BLACK KNIGHT, INC.",,,2022,2022-12-31
,1627041,VISIBER57 CORP.,,,2022,2022-08-31
,1627554,"Pedro’s List, Inc.",,,2022,2022-10-31
,1627606,DAVIDsTEA Inc.,,,2022,2022-01-29
,1633070,AXCELLA HEALTH INC.,,,2022,2022-12-31
,1635650,GREEN PLAINS PARTNERS LP,,,2022,2022-12-31
,1636050,Sio Gene Therapies Inc.,,,2022,2022-03-31
,1637890,CELYAD ONCOLOGY SA,,,2022,2022-12-31
,1640455,"JOUNCE THERAPEUTICS, INC.",,,2022,2022-12-31
,1641640,Nabriva Therapeutics plc,,,2022,2022-12-31
,1641751,BrewBilt Manufacturing Inc.,,,2022,2022-12-31
,1642363,SEGUIN NATURAL HAIR PRODUCTS INC.,,,2022,2022-03-31
ALTB,1642365,Alpine Auto Brokers Inc.,5990,"Retail-Retail Stores, NEC",2022,2022-12-31
,1642862,"Venture Lending & Leasing VIII, Inc.",,,2022,2022-12-31
,1642985,Mobile Infrastructure Corp,,,2022,2022-12-31
,1644406,"Hostess Brands, Inc.",,,2022,2022-12-31
,1645569,"DICE THERAPEUTICS, INC.",,,2022,2022-12-31
,1648365,"AGRI-FINTECH HOLDINGS, INC.",,,2022,2022-12-31
,1648903,"FIRST FOODS GROUP, INC.",,,2022,2022-12-31
,1651052,FOCUS FINANCIAL PARTNERS INC.,,,2022,2022-12-31
,1651561,"Tabula Rasa HealthCare, Inc.",,,2022,2022-12-31
,1653247,WAITR HOLDINGS INC.,,,2022,2022-12-31
,1654672,"PINEAPPLE, INC.",,,2022,2022-12-31
,1654948,"Hartman vREIT XXI, Inc.",,,2022,2022-12-31
,1655971,"GLACIER WORLDWIDE, INC.",,,2022,2022-12-31
,1656536,"Decibel Therapeutics, Inc.",,,2022,2022-12-31
,1657249,"Road Marshall, Inc.",,,2022,2022-03-31
,1658520,"OS Support, Inc.",,,2022,2022-06-30
,1659207,FELLAZO CORP.,,,2022,2022-08-31
,1662244,"Cyteir Therapeutics, Inc.",,,2022,2022-12-31
,1662382,BRAIN SCIENTIFIC INC.,,,2022,2022-12-31
,1664127,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",,,2022,2022-12-31
,1666384,"AG Twin Brook BDC, Inc.",,,2022,2022-12-31
,1669400,"Veritas     Farms, Inc.",,,2022,2022-12-31
,1671077,MED SPA VACATIONS INC.,,,2022,2021-12-31
,1671818,"ONCORUS, INC.",,,2022,2022-12-31
,1674365,APTINYX INC.,,,2022,2022-12-31
,1676580,VISION ENERGY CORPORATION,,,2022,2022-12-31
,1676852,OMNIA WELLNESS INC,,,2022,2022-03-31
,1679082,Myovant Sciences Ltd.,,,2022,2022-03-31
,1680237,CHINA KING SPIRIT GROUP LTD.,,,2022,2022-06-30
,1685316,OBSEVA SA,,,2022,2022-12-31
,1685428,LUMIRADX LIMITED,,,2022,2022-12-31
,1686515,ECCO AUTO WORLD CORPORATION,,,2022,2022-03-31
,1687065,"CHINA WUYI MOUNTAIN, LTD.",,,2022,2022-08-31
,1688476,NexTier Oilfield Solutions Inc.,,,2022,2022-12-31
,1688487,METAURUS EQUITY COMPONENT TRUST,,,2022,2022-12-21
,1689382,Trilogy International Partners Inc.,,,2022,2022-12-31
,1689657,PhenomeX Inc.,,,2022,2022-12-31
,1690947,HEXO CORP.,,,2022,2022-07-31
,1691077,"EVmo, Inc.",,,2022,2022-12-31
,1691337,PCSB Financial Corporation,,,2022,2022-06-30
,1692830,"Satsuma Pharmaceuticals, Inc.",,,2022,2022-12-31
,1694665,"EVELO BIOSCIENCES, INC.",,,2022,2022-12-31
,1695357,"Provention Bio, Inc.",,,2022,2022-12-31
,1695519,ALTAGAS LTD.,,,2022,2022-12-31
,1697935,"MAPTELLIGENT, INC.",,,2022,2021-12-31
,1698113,"ID Auto, Inc.",,,2022,2022-12-31
,1698287,"Banco Santander Mexico S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico",,,2022,2022-12-31
,1699126,Ciclet Holdings Inc.,,,2022,2022-01-31
,1701114,"Blue Apron Holdings, Inc.",,,2022,2022-12-31
,1703785,STR Sub Inc.,,,2022,2022-06-06
,1704596,"EVO PAYMENTS, INC.",,,2022,2022-12-31
,1704760,"American Virtual Cloud Technologies, Inc.",,,2022,2022-12-31
,1705338,Spark Networks SE,,,2022,2022-12-31
,1705682,Venator Materials PLC,,,2022,2022-12-31
,1708410,SIMPLICITY ESPORTS AND GAMING COMPANY,,,2022,2022-05-31
,1708493,"Harpoon Therapeutics, Inc.",,,2022,2022-12-31
,1709401,"RUBIUS THERAPEUTICS, INC.",,,2022,2022-12-31
,1709768,SENTINEL ENERGY SERVICES INC.,,,2022,2022-12-31
,1711291,CURO GROUP HOLDINGS CORP.,,,2022,2022-12-31
,1713952,"VIVINT SMART HOME, INC.",,,2022,2022-12-31
LCHD,1715433,LEADER CAPITAL HOLDINGS CORP.,7371,Services-Computer Programming Services,2022,2022-08-31
,1716324,Regnum Corp.,,,2022,2022-12-31
,1718108,"SURFACE ONCOLOGY, INC.",,,2022,2022-12-31
,1718852,"PROMETHEUS BIOSCIENCES, INC.",,,2022,2022-12-31
,1719395,"EARGO, INC.",,,2022,2022-12-31
,1719489,"KALEYRA, INC.",,,2022,2022-12-31
,1721181,HeadHunter Group PLC,,,2022,2022-12-31
,1723648,"LIVEVOX HOLDINGS, INC.",,,2022,2022-12-31
,1724979,Rain Oncology Inc.,,,2022,2022-12-31
,1725516,"RENEWABLE INNOVATIONS, INC.",,,2022,2022-11-30
,1726822,Adorbs Inc,,,2022,2022-12-31
,1729750,"KUBIENT, INC.",,,2022,2022-12-31
,1730346,"CHARAH SOLUTIONS, INC.",,,2022,2022-12-31
,1730732,3FORCES INC.,,,2022,2022-12-31
,1731805,Hut 8 Mining Corp.,,,2022,2022-12-31
,1734768,IMV Inc.,,,2022,2022-12-31
,1734875,"Mid-Southern Bancorp, Inc.",,,2022,2022-12-31
,1735184,Retail Value Inc.,,,2022,2022-12-31
,1736865,"GOLDEN     DEVELOPING SOLUTIONS, INC.",,,2022,2022-12-31
,1737372,"SYSOREX, INC.",,,2022,2022-12-31
,1739208,"Tenaya Group, Inc.",,,2022,2022-12-31
,1739426,RVL Pharmaceuticals plc,,,2022,2022-12-31
,1739936,Momentive Global Inc.,,,2022,2022-12-31
,1740594,Arco Platform Ltd.,,,2022,2022-12-31
,1740915,Farfetch Ltd,,,2022,2022-12-31
,1741231,"TATTOOED CHEF, INC.",,,2022,2022-12-31
,1741603,"ACCEL LIQUID GELS, INC.",,,2022,2022-05-31
,1742924,LIVENT CORPORATION,,,2022,2022-12-31
PYRGF,1743344,PYROGENESIS CANADA INC.,2834,Pharmaceutical Preparations,2022,2022-12-31
,1745020,"THESEUS PHARMACEUTICALS, INC.",,,2022,2022-12-31
,1745041,"IAA, Inc.",,,2022,2023-01-01
,1746278,"GoLogiq, Inc.",,,2022,2022-12-31
,1747748,QUALTRICS INTERNATIONAL INC.,,,2022,2022-12-31
,1748907,ORCHARD THERAPEUTICS PLC,,,2022,2022-12-31
,1750019,TCR2 Therapeutics Inc.,,,2022,2022-12-31
,1751143,"ATLAS TECHNICAL CONSULTANTS, INC.",,,2022,2022-12-30
,1753931,"SHENGDA NETWORK TECHNOLOGY, INC.",,,2022,2022-06-30
,1753945,"OPTI-HARVEST, INC.",,,2022,2022-12-31
,1755281,Sands China Ltd.,,,2022,2022-12-31
,1756497,Change Healthcare Inc.,,,2022,2022-03-31
,1756704,SOLAR INTEGRATED ROOFING CORP.,,,2022,2022-03-31
,1759424,"EVIL EMPIRE DESIGNS, INC.",,,2022,2022-12-31
,1760173,"SURGALIGN HOLDINGS, INC.",,,2022,2022-12-31
,1760717,SCIPLAY CORPORATION,,,2022,2022-12-31
,1760764,G Medical Innovations Holdings Ltd.,,,2022,2022-12-31
,1762322,"SHIFT TECHNOLOGIES, INC.",,,2022,2022-12-31
,1763657,"ONE WORLD VENTURES, INC.",,,2022,2022-12-31
,1765826,"Blubuzzard, Inc.",,,2022,2022-12-31
,1768910,GREENCITY ACQUISITION CORPORATION,,,2022,2022-12-31
,1769116,VIA optronics AG,,,2022,2022-12-31
,1772028,SCOPUS BIOPHARMA INC.,,,2022,2022-12-31
,1776197,AKUMIN INC.,,,2022,2022-12-31
,1776932,MEDMEN ENTERPRISES INC.,,,2022,2022-06-25
VQSSF,1777765,VIQ SOLUTIONS INC.,7370,"Services-Computer Programming, Data Processing, Etc.",2022,2022-12-31
,1780097,"Baudax Bio, Inc.",,,2022,2022-12-31
,1781405,"Odyssey Semiconductor Technologies, Inc.",,,2022,2022-12-31
,1782594,Genetron Holdings Ltd,,,2022,2022-12-31
,1784797,BROADMARK REALTY CAPITAL INC.,,,2022,2022-12-31
,1786255,"ICOSAVAX, INC.",,,2022,2022-12-31
,1786511,Fresh2 Group Limited,,,2022,2022-12-31
,1787123,QLY BIOTECH GROUP CORP.,,,2022,2022-08-31
,1788717,F45 Training Holdings Inc.,,,2022,2022-12-31
,1789330,"MJ Harvest, Inc.",,,2022,2022-05-31
,1790515,EQONEX LIMITED,,,2022,2022-03-31
,1790625,"AgileThought, Inc.",,,2022,2022-12-31
,1790982,ARCONIC CORPORATION,,,2022,2022-12-31
,1791325,Freedom Internet Group Inc.,,,2022,2022-10-31
,1794905,"Cyxtera Technologies, Inc.",,,2022,2022-12-31
,1797336,"Old Ayala, Inc.",,,2022,2022-12-31
,1797762,"KENONGWO GROUP US, INC.",,,2022,2022-12-31
,1801754,"TREAN INSURANCE GROUP, INC.",,,2022,2022-12-31
,1801777,APPLIED MOLECULAR TRANSPORT INC.,,,2022,2022-12-31
,1802546,"KONA GOLD BEVERAGE, INC.",,,2022,2022-12-31
,1802749,"Lightning eMotors, Inc.",,,2022,2022-12-31
,1805024,AMERGENT HOSPITALITY GROUP INC.,,,2022,2022-12-31
