ticker,cik,company_name,merged_from_ciks,exchange,sic,sic_description,taxonomy,filing_form,reporting_currency,fiscal_year_end,latest_fiscal_year,period_end,gate0_pass,gate0_status,gate0_not_evaluable,imputed_fields,resolution_basis,resolution_basis_goodwill,resolution_basis_intangibles,carried_forward_fields,carry_forward_age_days,sbc_unverified,fcf_after_sbc_multiple,tangible_book,income_quality,fcf,fcf_after_sbc,sbc_pct_revenue,net_cash,effective_tax,ni_vs_oi,acq_intensity,bs_acq_intensity,acq_cf_bs_disagreement,buyback_pct_fcf,fcf_per_share,revenue,net_income,operating_income,ocf,capex,capex_broken,capex_suspect,capex_vs_dep_amort,ttm_fcf_divergence,ttm_suspect,ttm_unavailable,net_margin,income_quality_suspect,operating_margin_2y_ago,sbc,equity,goodwill,intangibles,cash,total_debt,shares_diluted,fail_tangible_book,test_tangible_book,fail_income_quality,test_income_quality,fail_fcf,test_fcf,fail_fcf_after_sbc,test_fcf_after_sbc,fail_sbc,test_sbc,warn_sbc,fail_ni_over_oi,test_ni_vs_oi,fail_tax_anomaly,test_tax_anomaly,warn_inorganic,tangible_book_yrs_negative,growth_basis,short_history,revenue_cagr_3y,revenue_cagr_5y,fcf_per_share_cagr_3y,fcf_per_share_cagr_5y,fcf_per_share_earliest,fcf_per_share_latest,fcf_per_share_delta_abs,fcf_inflection,fcf_inflection_years,operating_margin_latest,operating_margin_5y_ago,operating_margin_delta,income_quality_3y_avg,income_quality_direction,ttm_revenue,ttm_net_income,ttm_ocf,ttm_capex,ttm_sbc,ttm_fcf_after_sbc,revenue_growth_yoy_q1,revenue_growth_yoy_q2,revenue_growth_yoy_q3,revenue_growth_yoy_q4,revenue_accel_4q,quarters_of_accelerating_revenue,fcf_growth_yoy_q1,fcf_growth_yoy_q2,fcf_growth_yoy_q3,fcf_growth_yoy_q4,fcf_accel_4q,quarters_of_accelerating_fcf,acq_disagreement,acquisitions,buybacks,dep_amort,dividends,gi_delta,operating_margin,pretax_income,sec_download_date,source_tag_capex,source_tag_equity,source_tag_goodwill,source_tag_intangibles,source_tag_net_income,source_tag_ocf,source_tag_operating_income,source_tag_sbc,tax_expense,ttm_acquisitions,ttm_buybacks,ttm_dep_amort,ttm_dividends,ttm_operating_income,ttm_pretax_income,ttm_shares_diluted,ttm_tax_expense,price,ma_200,as_of,market_cap,market_cap_derived,pct_vs_200ma,momentum_not_evaluated,drawdown_undiagnosed,momentum_unknown,fwd_trail_ratio,adjusted_eps_guard,operating_margin_delta_2y,margin_swing_unverified,tier2_commodity,rejected_because,ev,p_fcf_after_sbc,ev_fcf_after_sbc
ZTO,1677250,ZTO Express (Cayman) Inc.,"",NYSE,4210,Trucking & Courier Services (No Air),us-gaap,20-F,USD,1231,2025,2025-12-31,true,pass,tax_anomaly,"",reported,reported,reported,"",,false,,8890830000.0,1.3180109940717033,965829000.0,933047000.0,0.0046691248104262974,,,0.8669004183228898,0.0017705414714907358,0.0026461982140476535,true,0.1919946154909667,1.1367493410837848,7021016000.0,1298518000.0,1497886000.0,1711461000.0,745632000.0,false,false,1.5429241876509283,false,false,true,0.18494730677155558,false,0.2604945935192456,32782000.0,9492833000.0,594459000.0,7544000.0,1431630000.0,,820802763.0,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,false,PASS,,NOT_EVALUABLE,false,0,3y,false,0.1103262764480899,0.12685165566119694,0.14964507269600524,,0.2475714593601743,1.1367493410837848,0.8891778817236105,false,4,0.21334319705296215,0.18855853088522276,0.02478466616773939,1.380490036258438,falling,,,,,,,,,,,,,,,,,,,true,12431000.0,179140000.0,483259000.0,537022000.0,18579000.0,0.21334319705296215,,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,272445000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
IMXI,1683695,"INTERNATIONAL MONEY EXPRESS, INC.","",Nasdaq,7389,"Services-Business Services, NEC",us-gaap,10-Q,USD,1231,2025,2025-12-31,true,pass,"","",reported,reported,reported,"",,false,,81664000.0,1.1290441063940497,15813000.0,6537000.0,0.015262201863844574,-26143000.0,0.306348195329087,0.5870799640610961,0.0,-0.004363449691991786,true,2.4986997093467953,0.21659182867317972,607776000.0,32671000.0,55650000.0,36887000.0,21074000.0,false,false,1.2280170153254473,false,false,true,0.053755001842784186,false,0.14495965752540854,9276000.0,161054000.0,53986000.0,25404000.0,168682000.0,194825000.0,30181194.0,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,false,PASS,false,PASS,false,0,insufficient,false,0.03586626538325044,0.11215221413453702,,,1.1559242795117262,0.21659182867317972,-0.9393324508385464,false,3,0.09156333912494077,0.14800019036474446,-0.05643685123980369,1.4810349421936408,falling,,,,,,,-0.060618780278783424,-0.09901888372579923,-0.1549303582565311,-0.18600162598598674,-0.04320600116523418,0,,,-2.1902407865137334,,,0,true,0.0,16334000.0,17161000.0,,-2652000.0,0.09156333912494077,47100000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,14429000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
DXC,1688568,DXC TECHNOLOGY COMPANY,"",NYSE,7374,Services-Computer Processing & Data Preparation,us-gaap,10-Q,USD,331,2026,2026-03-31,true,pass,"","",reported,reported,reported,"",,false,,802000000.0,69.33333333333333,819000000.0,733000000.0,0.006801645049035116,,0.9119496855345912,0.018556701030927835,,-0.0022935779816513763,false,0.339699863574352,4.10299468233977,12644000000.0,18000000.0,970000000.0,1248000000.0,429000000.0,false,false,0.3629441624365482,false,false,true,0.0014236001265422334,true,0.07382746762274091,86000000.0,2941000000.0,527000000.0,1612000000.0,1737000000.0,,178650000.0,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,false,PASS,false,PASS,false,0,3y,false,-0.04308641825243931,-0.06536928461093927,0.03314027530924446,,4.089826955193121,4.10299468233977,0.01316772714664971,false,5,0.07671622904144258,0.06215804613909414,0.014558182902348442,29.29440254118917,rising,,,,,,,-0.02379480840543881,-0.024683739586547362,-0.009612403100775194,-0.050648939537828425,-0.006549105691139668,0,0.5301204819277109,,,1.8267716535433072,,0,false,,249000000.0,1182000000.0,,-29000000.0,0.07671622904144258,318000000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment+PaymentsToAcquireSoftware,StockholdersEquity,Goodwill,FiniteLivedIntangibleAssetsNet,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,290000000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
NESR,1698514,NATIONAL ENERGY SERVICES REUNITED CORP.,"",Nasdaq,1389,"Oil & Gas Field Services, NEC",us-gaap,6-K,USD,1231,2025,2025-12-31,true,pass,"","",reported,reported,reported,"",,false,,275735000.0,5.167840100132989,120788000.0,112467000.0,0.006284520111446195,-131081000.0,0.15341567601576211,0.5200569568755086,,-0.014055392293475986,false,,1.1348211568191322,1324047000.0,51132000.0,98320000.0,264242000.0,143454000.0,false,false,1.0121711152975044,false,false,true,0.038617964468028704,true,0.07042668958866932,8321000.0,967916000.0,645095000.0,47086000.0,124797000.0,255878000.0,99105484.0,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,false,PASS,false,PASS,false,0,insufficient,false,0.1333503773298148,0.09681060568552913,,,,1.1348211568191322,,false,3,0.07425718271330248,0.042292052287832435,0.03196513042547004,7.413253978801653,falling,,,,,,,0.0073822426139108655,-0.12162222453562559,0.33481798206544333,0.5907235893550988,0.22064642468246332,2,,,0.45440398381574854,,,0,false,,,141729000.0,,-18610000.0,0.07425718271330248,60398000.0,2026-08-25,PaymentsToAcquireProductiveAssets,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,9266000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
BKR,1701605,Baker Hughes Company,"",Nasdaq,3533,Oil & Gas Field Machinery & Equipment,us-gaap,10-Q,USD,1231,2025,2025-12-31,true,pass,ni_vs_oi,"",reported,reported,reported,"",,false,,8669000000.0,1.472179289026275,2537000000.0,2334000000.0,0.0073197995168211155,-2372000000.0,0.08793882516510254,,0.029928244329859733,0.0049039050950131615,true,0.16452442159383032,,27733000000.0,2588000000.0,,3810000000.0,1273000000.0,false,false,1.0715488215488216,false,false,true,0.09331842930804457,false,0.09084137065788442,203000000.0,18834000000.0,6068000000.0,4097000000.0,3715000000.0,6087000000.0,,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,,NOT_EVALUABLE,false,PASS,false,0,insufficient,false,0.09442943355196065,0.06019151313311255,,,,,,false,0,,-0.7716976575706351,,1.3888629881466266,falling,,,,,,,-0.03207732175374702,0.014765489287782282,0.024894974327057725,-0.02431259044862518,0.0033423678954640963,0,,,-0.5990220048899756,,,0,true,830000000.0,384000000.0,1188000000.0,910000000.0,136000000.0,,2877000000.0,2026-08-25,PaymentsToAcquireProductiveAssets,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,,ShareBasedCompensation,253000000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
SE,1703399,Sea Limited,"",NYSE,7380,Services-Miscellaneous Business Services,us-gaap,20-F,USD,1231,2025,2025-12-31,true,pass,tax_anomaly,"",reported,reported,reported,"",,false,,12409831000.0,3.1838077393199247,4510714000.0,3885719000.0,0.03184684490273921,,,0.7949147385843794,,-0.0009305977303158045,true,0.0036098853262420674,6.088301092792292,19625021000.0,1578149000.0,1985306000.0,5024523000.0,513809000.0,false,false,1.380572371302439,false,false,true,0.08041514961945773,false,0.019624986379904282,624995000.0,12526503000.0,104462000.0,12210000.0,4158920000.0,,638227141.0,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,false,PASS,,NOT_EVALUABLE,false,0,insufficient,false,0.16381430169998645,0.350060506130508,,,-0.6574594959126153,6.088301092792292,6.745760588704907,true,3,0.1011619809222115,-0.2978576508616749,0.39901963178388644,8.119285593363179,falling,,,,,,,,,,,,0,,,,,,0,false,,14027000.0,372171000.0,,-18263000.0,0.1011619809222115,,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,651081000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
LOMA,1711375,LOMA NEGRA COMPANIA INDUSTRIALARGENTINA SOCIEDAD ANONIMA,"",NYSE,3241,"Cement, Hydraulic",ifrs-full,20-F,ARS,1231,2024,2024-12-31,true,pass,ni_vs_oi,"",reported,reported,reported,"",,false,,789754536000.0,0.8118265261696525,51670221000.0,50987265000.0,0.0009767975106724006,-162347842000.0,0.3843902822853979,,,-0.0007944278209876666,false,,87.38461920782339,699178686000.0,153626515000.0,,124718080000.0,73047859000.0,false,false,1.1664049962749792,false,false,true,0.21972425372245974,false,,682956000.0,793343878000.0,692222000.0,2897120000.0,8553363000.0,170901205000.0,583481000.0,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,,NOT_EVALUABLE,false,PASS,false,0,3y,false,0.16091869864667796,0.5752719190276676,0.024907198299109146,,,87.38461920782339,,false,5,,0.023371594066945216,,8.984164559952898,falling,,,,,,,,,,,,,,,,,,,false,,,62626497000.0,,-555447000.0,,249551803000.0,2026-08-25,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,EquityAttributableToOwnersOfParent,Goodwill,IntangibleAssetsOtherThanGoodwill,ProfitLoss,CashFlowsFromUsedInOperatingActivities,,AdjustmentsForSharebasedPayments,95925288000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
CEPU,1717161,Central Puerto S.A.,"",NYSE,4911,Electric Services,ifrs-full,20-F,ARS,1231,2024,2024-12-31,true,pass,sbc,"goodwill,intangibles",never_acquired,never_acquired,never_acquired,"",,true,,1800050674000.0,4.215605592567966,115719887000.0,,,,0.5707855874899554,0.31061363085294535,,,false,,,738169736000.0,61254079000.0,197203448000.0,258223038000.0,142503151000.0,false,false,,false,false,true,0.08298102186080411,false,0.610403524638096,,1800050674000.0,0.0,0.0,3842404000.0,,1502618381.0,false,PASS,false,PASS,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,,false,PASS,false,PASS,,0,insufficient,false,0.2870381679782823,0.5845504936533643,,,-7.617081719826105,,,false,0,0.26715190068426214,0.7799805951085969,-0.5128286944243348,2.6641894859025266,rising,,,,,,,,,,,,,,,,,,,false,,,,16651622000.0,,0.26715190068426214,142712074000.0,2026-08-25,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,EquityAttributableToOwnersOfParent,,,ProfitLoss,CashFlowsFromUsedInOperatingActivities,ProfitLossFromOperatingActivities,,81457995000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
RDVT,1720116,"RED VIOLET, INC.","",Nasdaq,7372,Services-Prepackaged Software,us-gaap,10-Q,USD,1231,2025,2025-12-31,true,pass,"","",reported,reported,reported,"",,false,,56435000.0,2.231184430591455,28786000.0,22286000.0,0.07202056464122679,,0.09644181893117186,1.0012178413761608,,0.03619864379736737,false,0.04105716593377008,1.5478488158845431,90252000.0,13154000.0,13138000.0,29349000.0,563000.0,false,true,0.05275487256371814,false,false,true,0.14574746266010727,false,0.04159192080260448,6500000.0,100926000.0,5227000.0,39264000.0,43557000.0,,14398047.0,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,true,FAIL,false,PASS,false,0,3y,false,0.19177515695369074,0.21146619365052022,0.491506839829553,,,1.5478488158845431,,false,5,0.14557018127022117,-0.19750766205979298,0.3430778433300141,2.255517548337377,rising,,,,,,,0.142632241813602,0.21126095398016476,0.17393082761441622,0.22705979608707633,0.02159525364546744,1,,,0.31730963441728943,,,0,false,,915000.0,10672000.0,,3267000.0,0.14557018127022117,14558000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,FiniteLivedIntangibleAssetsNet,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,1404000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
BILI,1723690,Bilibili Inc.,"",Nasdaq,7374,Services-Computer Processing & Data Preparation,us-gaap,20-F,USD,1231,2025,2025-12-31,true,pass,tax_anomaly,"",reported,reported,reported,"",,false,,1379296000.0,5.988193797495796,948685000.0,781301000.0,0.03857064806495789,1059283000.0,,1.0614322584657483,-0.0009012199767125311,0.008243939117071724,true,0.1505757704137074,,4339673000.0,170673000.0,160795000.0,1022023000.0,73338000.0,false,false,,false,false,true,0.03932853927012473,true,-0.22479507570278107,167384000.0,2226950000.0,402987000.0,444667000.0,1742223000.0,682940000.0,,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,true,FAIL,,NOT_EVALUABLE,false,0,insufficient,false,0.10977277290487697,0.1873496950643463,,,-0.1218089966607427,,,false,0,0.03705233090142967,-0.26176938253021875,0.29882171343164843,0.507300446446093,rising,,,,,,,,,,,,,,,,,,,true,-3911000.0,117645000.0,,,35776000.0,0.03705233090142967,,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,FiniteLivedIntangibleAssetsNet,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,2452000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
GHG,1724755,GreenTree Hospitality Group Ltd.,"",NYSE,7011,Hotels & Motels,us-gaap,20-F,USD,1231,2025,2025-12-31,true,pass,sbc,"",reported,reported,reported,"",,true,,213701901.0,1.686372458009099,2877105.0,,,228136231.0,0.22372463434870676,2.9439282178889967,,-0.07510986783486519,false,,,156919448.0,23850941.0,8101740.0,40221570.0,37344465.0,false,false,3.2677597564961274,false,false,true,0.1519948056406622,false,0.20626660372331615,,225445632.0,3678092.0,8065639.0,236258523.0,8122292.0,,false,PASS,false,PASS,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,,true,FAIL,false,PASS,true,0,insufficient,false,0.04930249490417027,0.019421819387159367,,,,,,false,0,0.05162992926154061,0.34327715465210995,-0.29164722539056936,2.256764548873757,falling,,,,,,,,,,,,,,,,,,,false,,762.0,11428155.0,6152121.0,-11786199.0,0.05162992926154061,29325139.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,FiniteLivedIntangibleAssetsNet,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,,6560756.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
PATH,1734722,"UiPath, Inc.","",NYSE,7372,Services-Prepackaged Software,us-gaap,10-Q,USD,131,2026,2026-01-31,true,pass,"","",reported,reported,reported,"",,false,,1937288000.0,1.3148018276484965,352160000.0,61484000.0,0.18047997854178516,,-1.8056803275430298,4.974101479915434,0.015411294869152077,0.031100751782596494,true,5.3526283260685705,0.11284366626289322,1610572000.0,282330000.0,56760000.0,371208000.0,19048000.0,false,false,,false,false,true,0.17529796867199976,false,-0.12592579001767487,290676000.0,2082587000.0,125310000.0,19989000.0,871157000.0,,544860000.0,false,PASS,false,PASS,false,PASS,false,PASS,true,FAIL,true,true,FAIL,true,FAIL,false,0,insufficient,false,0.15014346616969476,0.21525195684732834,,,,0.11284366626289322,,false,1,0.0352421375759668,-0.1815589087671544,0.2168010463431212,-2.1208680936278355,rising,,,,,,,0.06419346367781519,0.1437931023579223,0.1591978638274595,0.17317398716855847,0.03423463319417671,3,0.07460601827953724,,,0.2173306960534991,,0,true,24821000.0,329101000.0,,,50090000.0,0.0352421375759668,100628000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,-181702000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
GTEC,1735041,GREENLAND TECHNOLOGIES HOLDING CORPORATION,"",Nasdaq,3560,General Industrial Machinery & Equipment,us-gaap,10-Q,USD,1231,2025,2025-12-31,true,pass,"",goodwill,structured_absence_asc350,structured_absence_asc350,reported,"",,false,,72872795.0,3.1651264117538873,15083239.0,9535683.0,0.06116783438623458,,0.289991523593765,0.6556091282222811,,,false,,0.5906272222422146,90694007.0,4931543.0,7522078.0,15608957.0,525718.0,false,false,,false,false,true,0.0543756215336257,false,0.11932735945262231,5547556.0,72941486.0,0.0,68691.0,7775330.0,,16145011.0,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,false,PASS,false,PASS,,0,insufficient,false,-0.0005017967168209347,0.06286170612253339,,,,0.5906272222422146,,false,1,0.08293908548995967,0.10032771561836927,-0.017388630128409605,1.319783628139313,rising,,,,,,,-0.05636961132645676,,0.17810031606872434,0.3755811406244979,,1,,,-2.104503391463023,,,0,false,,,,2221760.0,,0.08293908548995967,12110085.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,3511822.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
JG,1737339,Aurora Mobile Limited,"",Nasdaq,7370,"Services-Computer Programming, Data Processing, Etc.",us-gaap,20-F,USD,1231,2025,2025-12-31,true,pass,"","",reported,reported,reported,"",,false,,2581000.0,152.13114754098362,9244000.0,8717000.0,0.009831722696914295,,0.026385224274406333,0.6039603960396039,0.005727398231409276,-0.004384164769971269,true,0.12469886428817253,,53602000.0,61000.0,101000.0,9280000.0,36000.0,false,true,,false,false,true,0.0011380172381627552,true,-0.17530211849894808,527000.0,9409000.0,5403000.0,1425000.0,24017000.0,,,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,false,PASS,true,FAIL,false,0,insufficient,false,0.03983260462712246,-0.058034550480832614,,,,,,false,0,0.0018842580500727584,-0.4025014527242038,0.40438571077427654,50.40238468642688,rising,,,,,,,,,,,,0,,,,,,0,true,307000.0,1087000.0,,,-235000.0,0.0018842580500727584,379000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,FiniteLivedIntangibleAssetsNet,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,10000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
CTVA,1755672,"Corteva, Inc.","",NYSE,0100,Agricultural Production-Crops,us-gaap,10-Q,USD,1231,2025,2025-12-31,true,pass,"sbc,ni_vs_oi","",reported,reported,reported,"",,true,,5378000000.0,3.113345521023766,2815000000.0,,,3739000000.0,0.28672985781990523,,0.0,-0.029768404114706052,true,,,17401000000.0,1094000000.0,,3406000000.0,591000000.0,false,false,0.4912718204488778,false,false,true,0.0628699500028734,false,,,24144000000.0,10465000000.0,8301000000.0,4521000000.0,782000000.0,681400000.0,false,PASS,false,PASS,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,,,NOT_EVALUABLE,false,PASS,true,0,insufficient,false,-0.0010322883978914899,0.04124576663707025,,,,,,false,0,,,,2.628362534213806,rising,,,,,,,0.056282722513089,0.12553740326741186,0.11048222775639574,-0.011926889714993805,-0.021968401219526458,0,,,-0.34906945074897866,,,0,true,0.0,1071000000.0,1203000000.0,475000000.0,-518000000.0,,1688000000.0,2026-08-25,PaymentsToAcquireProductiveAssets,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,,,484000000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
TMDX,1756262,"TransMedics Group, Inc.","",Nasdaq,3845,Electromedical & Electrotherapeutic Apparatus,us-gaap,10-Q,USD,1231,2025,2025-12-31,true,pass,"","",reported,reported,reported,"",,false,,459603000.0,1.0133952735547136,133589000.0,96728000.0,0.060877564434990275,478866000.0,-0.7697866483138335,1.7524934842470736,,-0.00033691498181650023,false,,2.3859483017236953,605494000.0,190291000.0,108583000.0,192840000.0,59251000.0,false,false,2.1795475446018027,false,false,true,0.3142739647296257,false,-0.11889182735087306,36861000.0,473100000.0,11549000.0,1948000.0,488866000.0,10000000.0,40540694.0,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,true,FAIL,true,FAIL,false,0,insufficient,false,0.8642160299474555,0.8445608014445971,,,,2.3859483017236953,,false,1,0.1793296052479463,-0.9304556354916067,1.109785240739553,0.9700200588233452,rising,,,,,,,0.3767551725646297,0.3223765871957779,0.21176421410507396,0.20701531422761643,-0.06198319481017438,0,,,0.5944200983507845,,,0,false,,,27185000.0,,-204000.0,0.1793296052479463,107522000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,-82769000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
ARDT,1756655,"Ardent Health, Inc.","",NYSE,8062,"Services-General Medical & Surgical Hospitals, NEC",us-gaap,10-Q,USD,1231,2025,2025-12-31,true,pass,"sbc,ni_vs_oi","",reported,reported,reported,"",,true,,396047000.0,3.464446915198327,258606000.0,,,-389625000.0,0.1963381501477172,,0.00039593070516934654,,false,,,6324339000.0,135811000.0,,470510000.0,211904000.0,false,false,1.3609500138083401,false,false,true,0.021474339057409794,false,,,1287898000.0,879451000.0,12400000.0,709601000.0,1099226000.0,141450309.0,false,PASS,false,PASS,false,PASS,,NOT_EVALUABLE,,NOT_EVALUABLE,,,NOT_EVALUABLE,false,PASS,,0,insufficient,true,0.07227971828628998,,,,,,,false,0,,,,3.0249849115508165,falling,,,,,,,0.11853805781415713,0.08754829057736252,0.06988620349257364,-0.014000656423222796,-0.04152782297969286,0,,,-0.851556766956704,,,0,false,2504000.0,,155703000.0,,,,286358000.0,2026-08-25,PaymentsForProceedsFromProductiveAssets,StockholdersEquity,Goodwill,FiniteLivedIntangibleAssetsNet,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,,,56223000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
KRT,1758021,Karat Packaging Inc.,"",Nasdaq,3089,"Plastics Products, NEC",us-gaap,10-Q,USD,1231,2025,2025-12-31,true,pass,"","",reported,reported,reported,"",,false,,145634000.0,1.0742423279750937,33059000.0,31877000.0,0.0025270287315897833,24939000.0,0.2407605411184975,0.7600811319843531,,-0.000057724006559157485,false,0.09404900084700568,1.5796278209143972,467743000.0,31478000.0,41414000.0,33815000.0,756000.0,false,true,0.06941511339638233,false,false,true,0.06729763994330219,false,0.10372463028563962,1182000.0,149417000.0,3510000.0,273000.0,37880000.0,12941000.0,20180070.0,false,PASS,false,PASS,false,PASS,false,PASS,false,PASS,false,false,PASS,false,PASS,false,0,3y,false,0.034118624696120925,0.09618706117547604,0.08313421343056593,,,1.5796278209143972,,false,5,0.08854007435707215,0.09372356337008236,-0.005183489013010217,1.4396415109538225,falling,,,,,,,0.1011190053285968,0.10414911635083487,0.1285706014050799,0.09933379575113319,0.0019065856321854174,0,,,-0.13033206457540358,,,0,false,,2998000.0,10891000.0,36100000.0,-27000.0,0.08854007435707215,43022000.0,2026-08-25,PaymentsToAcquirePropertyPlantAndEquipment,StockholdersEquity,Goodwill,IntangibleAssetsNetExcludingGoodwill,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,OperatingIncomeLoss,ShareBasedCompensation,10358000.0,,,,,,,,,,,,,,,,,,,,,,,margin2y:no_recent_turn,,,
