cik,entity_name,tag,fiscal_year_raw,form,accn,period_end
1401521,American Coastal Insurance Corporation,NetIncomeLoss,43101,10-Q,0001401521-18-000085,2018-06-30
1401521,American Coastal Insurance Corporation,OperatingIncomeLoss,43101,10-Q,0001401521-18-000052,2017-03-31
1401521,American Coastal Insurance Corporation,OperatingIncomeLoss,43101,10-Q,0001401521-18-000085,2017-06-30
1401521,American Coastal Insurance Corporation,OperatingIncomeLoss,43101,10-Q,0001401521-18-000085,2017-06-30
1401521,American Coastal Insurance Corporation,OperatingIncomeLoss,43101,10-Q,0001401521-18-000052,2018-03-31
1401521,American Coastal Insurance Corporation,OperatingIncomeLoss,43101,10-Q,0001401521-18-000085,2018-06-30
1401521,American Coastal Insurance Corporation,OperatingIncomeLoss,43101,10-Q,0001401521-18-000085,2018-06-30
1401521,American Coastal Insurance Corporation,PaymentsOfDividends,43101,10-Q,0001401521-18-000052,2017-03-31
1401521,American Coastal Insurance Corporation,PaymentsOfDividends,43101,10-Q,0001401521-18-000085,2017-06-30
1401521,American Coastal Insurance Corporation,PaymentsOfDividends,43101,10-Q,0001401521-18-000052,2018-03-31
1401521,American Coastal Insurance Corporation,PaymentsOfDividends,43101,10-Q,0001401521-18-000085,2018-06-30
1401521,American Coastal Insurance Corporation,PaymentsToAcquirePropertyPlantAndEquipment,43101,10-Q,0001401521-18-000052,2017-03-31
1401521,American Coastal Insurance Corporation,PaymentsToAcquirePropertyPlantAndEquipment,43101,10-Q,0001401521-18-000085,2017-06-30
1401521,American Coastal Insurance Corporation,PaymentsToAcquirePropertyPlantAndEquipment,43101,10-Q,0001401521-18-000052,2018-03-31
1401521,American Coastal Insurance Corporation,PaymentsToAcquirePropertyPlantAndEquipment,43101,10-Q,0001401521-18-000085,2018-06-30
1401521,American Coastal Insurance Corporation,Revenues,43101,10-Q,0001401521-18-000052,2017-03-31
1401521,American Coastal Insurance Corporation,Revenues,43101,10-Q,0001401521-18-000085,2017-06-30
1401521,American Coastal Insurance Corporation,Revenues,43101,10-Q,0001401521-18-000085,2017-06-30
1401521,American Coastal Insurance Corporation,Revenues,43101,10-Q,0001401521-18-000052,2018-03-31
1401521,American Coastal Insurance Corporation,Revenues,43101,10-Q,0001401521-18-000085,2018-06-30
1401521,American Coastal Insurance Corporation,Revenues,43101,10-Q,0001401521-18-000085,2018-06-30
1401521,American Coastal Insurance Corporation,ShareBasedCompensation,43101,10-Q,0001401521-18-000052,2017-03-31
1401521,American Coastal Insurance Corporation,ShareBasedCompensation,43101,10-Q,0001401521-18-000085,2017-06-30
1401521,American Coastal Insurance Corporation,ShareBasedCompensation,43101,10-Q,0001401521-18-000052,2018-03-31
1401521,American Coastal Insurance Corporation,ShareBasedCompensation,43101,10-Q,0001401521-18-000085,2018-06-30
1401521,American Coastal Insurance Corporation,StockholdersEquity,43101,10-Q,0001401521-18-000052,2017-12-31
1401521,American Coastal Insurance Corporation,StockholdersEquity,43101,10-Q,0001401521-18-000085,2017-12-31
1401521,American Coastal Insurance Corporation,StockholdersEquity,43101,10-Q,0001401521-18-000052,2018-03-31
1401521,American Coastal Insurance Corporation,StockholdersEquity,43101,10-Q,0001401521-18-000085,2018-06-30
1401521,American Coastal Insurance Corporation,WeightedAverageNumberOfDilutedSharesOutstanding,43101,10-Q,0001401521-18-000052,2017-03-31
1401521,American Coastal Insurance Corporation,WeightedAverageNumberOfDilutedSharesOutstanding,43101,10-Q,0001401521-18-000085,2017-06-30
1401521,American Coastal Insurance Corporation,WeightedAverageNumberOfDilutedSharesOutstanding,43101,10-Q,0001401521-18-000085,2017-06-30
1401521,American Coastal Insurance Corporation,WeightedAverageNumberOfDilutedSharesOutstanding,43101,10-Q,0001401521-18-000052,2018-03-31
1401521,American Coastal Insurance Corporation,WeightedAverageNumberOfDilutedSharesOutstanding,43101,10-Q,0001401521-18-000085,2018-06-30
1401521,American Coastal Insurance Corporation,WeightedAverageNumberOfDilutedSharesOutstanding,43101,10-Q,0001401521-18-000085,2018-06-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashAndCashEquivalentsAtCarryingValue,1905,10-Q,0001482430-19-000062,2018-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashAndCashEquivalentsAtCarryingValue,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashAndCashEquivalentsAtCarryingValue,1905,10-Q,0001482430-20-000027,2019-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashAndCashEquivalentsAtCarryingValue,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-Q,0001482430-19-000062,2017-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-Q,0001482430-19-000062,2018-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-Q,0001482430-20-000027,2018-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-Q,0001482430-20-000027,2019-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",DepreciationDepletionAndAmortization,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",DepreciationDepletionAndAmortization,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",DepreciationDepletionAndAmortization,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",DepreciationDepletionAndAmortization,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",DepreciationDepletionAndAmortization,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",DepreciationDepletionAndAmortization,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",NetCashProvidedByUsedInOperatingActivities,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",NetCashProvidedByUsedInOperatingActivities,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",NetCashProvidedByUsedInOperatingActivities,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",NetCashProvidedByUsedInOperatingActivities,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",NetIncomeLoss,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",NetIncomeLoss,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",NetIncomeLoss,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",NetIncomeLoss,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",NetIncomeLoss,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",NetIncomeLoss,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsForCapitalImprovements,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsForCapitalImprovements,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsForCapitalImprovements,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsForCapitalImprovements,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsForRepurchaseOfCommonStock,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsForRepurchaseOfCommonStock,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsForRepurchaseOfCommonStock,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsForRepurchaseOfCommonStock,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsOfDividendsCommonStock,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsOfDividendsCommonStock,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsOfDividendsCommonStock,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",PaymentsOfDividendsCommonStock,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",ProfitLoss,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",ProfitLoss,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",ProfitLoss,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",ProfitLoss,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",ProfitLoss,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",ProfitLoss,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",RevenueFromContractWithCustomerIncludingAssessedTax,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",RevenueFromContractWithCustomerIncludingAssessedTax,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",RevenueFromContractWithCustomerIncludingAssessedTax,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",RevenueFromContractWithCustomerIncludingAssessedTax,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",RevenueFromContractWithCustomerIncludingAssessedTax,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",RevenueFromContractWithCustomerIncludingAssessedTax,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",Revenues,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",Revenues,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",Revenues,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",Revenues,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",Revenues,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",Revenues,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquity,1905,10-Q,0001482430-19-000062,2018-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquity,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquity,1905,10-Q,0001482430-20-000027,2019-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquity,1905,10-Q,0001482430-20-000027,2020-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905,10-Q,0001482430-19-000062,2017-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905,10-Q,0001482430-19-000062,2018-06-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905,10-Q,0001482430-19-000062,2018-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905,10-Q,0001482430-19-000062,2018-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905,10-Q,0001482430-20-000027,2018-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905,10-Q,0001482430-20-000027,2019-03-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905,10-Q,0001482430-19-000062,2019-06-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905,10-Q,0001482430-19-000062,2019-09-30
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905,10-Q,0001482430-20-000027,2019-12-31
1482430,"KBS REAL ESTATE INVESTMENT TRUST III, INC.",StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1905,10-Q,0001482430-20-000027,2020-03-31
1501134,Invitae Corporation,AllocatedShareBasedCompensationExpense,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,AllocatedShareBasedCompensationExpense,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,AllocatedShareBasedCompensationExpense,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,CashAndCashEquivalentsAtCarryingValue,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,CashAndCashEquivalentsAtCarryingValue,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,43465,10-K,0001501134-19-000022,2015-12-31
1501134,Invitae Corporation,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,DepreciationDepletionAndAmortization,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,DepreciationDepletionAndAmortization,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,DepreciationDepletionAndAmortization,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,FiniteLivedIntangibleAssetsNet,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,FiniteLivedIntangibleAssetsNet,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,Goodwill,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,Goodwill,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,IncomeTaxExpenseBenefit,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,IncomeTaxExpenseBenefit,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,IncomeTaxExpenseBenefit,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,LongTermDebtNoncurrent,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,LongTermDebtNoncurrent,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,NetCashProvidedByUsedInOperatingActivities,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,NetCashProvidedByUsedInOperatingActivities,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,NetCashProvidedByUsedInOperatingActivities,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2017-03-31
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2017-06-30
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2017-09-30
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2018-03-31
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2018-06-30
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2018-09-30
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,NetIncomeLoss,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2017-03-31
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2017-06-30
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2017-09-30
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2018-03-31
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2018-06-30
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2018-09-30
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,OperatingIncomeLoss,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,PaymentsToAcquirePropertyPlantAndEquipment,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,PaymentsToAcquirePropertyPlantAndEquipment,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,PaymentsToAcquirePropertyPlantAndEquipment,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2017-03-31
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2017-06-30
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2017-09-30
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2018-03-31
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2018-06-30
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2018-09-30
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,RevenueFromContractWithCustomerExcludingAssessedTax,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,ShareBasedCompensation,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,ShareBasedCompensation,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,ShareBasedCompensation,43465,10-K,0001501134-19-000022,2018-12-31
1501134,Invitae Corporation,StockholdersEquity,43465,10-K,0001501134-19-000022,2015-12-31
1501134,Invitae Corporation,StockholdersEquity,43465,10-K,0001501134-19-000022,2016-12-31
1501134,Invitae Corporation,StockholdersEquity,43465,10-K,0001501134-19-000022,2017-12-31
1501134,Invitae Corporation,StockholdersEquity,43465,10-K,0001501134-19-000022,2018-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashAndCashEquivalentsAtCarryingValue,1905,10-K,0001631256-20-000011,2018-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashAndCashEquivalentsAtCarryingValue,1905,10-K,0001631256-20-000011,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashAndCashEquivalentsAtCarryingValue,1905,10-K,0001631256-21-000008,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashAndCashEquivalentsAtCarryingValue,1905,10-K,0001631256-21-000008,2020-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-K,0001631256-20-000011,2016-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-K,0001631256-20-000011,2017-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-K,0001631256-21-000008,2017-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-K,0001631256-20-000011,2018-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-K,0001631256-21-000008,2018-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-K,0001631256-20-000011,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-K,0001631256-21-000008,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1905,10-K,0001631256-21-000008,2020-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",DepreciationDepletionAndAmortization,1905,10-K,0001631256-20-000011,2017-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",DepreciationDepletionAndAmortization,1905,10-K,0001631256-20-000011,2018-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",DepreciationDepletionAndAmortization,1905,10-K,0001631256-21-000008,2018-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",DepreciationDepletionAndAmortization,1905,10-K,0001631256-20-000011,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",DepreciationDepletionAndAmortization,1905,10-K,0001631256-21-000008,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",DepreciationDepletionAndAmortization,1905,10-K,0001631256-21-000008,2020-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetCashProvidedByUsedInOperatingActivities,1905,10-K,0001631256-20-000011,2017-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetCashProvidedByUsedInOperatingActivities,1905,10-K,0001631256-20-000011,2018-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetCashProvidedByUsedInOperatingActivities,1905,10-K,0001631256-21-000008,2018-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetCashProvidedByUsedInOperatingActivities,1905,10-K,0001631256-20-000011,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetCashProvidedByUsedInOperatingActivities,1905,10-K,0001631256-21-000008,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetCashProvidedByUsedInOperatingActivities,1905,10-K,0001631256-21-000008,2020-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-20-000011,2017-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-20-000011,2018-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-21-000008,2018-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-21-000008,2019-03-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-21-000008,2019-06-30
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-21-000008,2019-09-30
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-20-000011,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-21-000008,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-21-000008,2019-12-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-21-000008,2020-03-31
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-21-000008,2020-06-30
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-21-000008,2020-09-30
1631256,"KBS GROWTH & INCOME REIT, INC.",NetIncomeLoss,1905,10-K,0001631256-21-000008,2020-12-31
